,name,company,year,Price,kms_driven,fuel_type,transmission
409,Maruti Swift,Maruti,2012,215000,80000,Diesel,Manual
410,Toyota Fortuner,Toyota,2015,1400000,120000,Diesel,Manual
411,Honda Brio,Honda,2018,475000,20000,Petrol,Manual
412,Honda Brio,Honda,2018,475000,22000,Petrol,Manual
413,Chevrolet Spark,Chevrolet,2008,75000,35000,Petrol,Manual
414,Chevrolet Sail,Chevrolet,2013,200000,120000,Diesel,Manual
415,Tata Tiago,Tata,2019,575000,8000,Petrol,Manual
416,Maruti Ritz,Maruti,2011,150000,40000,Diesel,Manual
417,Maruti Vitara,Maruti,2018,850000,10000,Diesel,Manual
418,Hyundai Santro,Hyundai,2019,350000,30000,Petrol,Manual
419,Ford Endeavour,Ford,2011,550000,54000,Diesel,Manual
420,Hyundai Verna,Hyundai,2017,330000,80577,Petrol,Manual
421,Honda City,Honda,2017,1044999,25000,Diesel,Manual
422,Hyundai Verna,Hyundai,2011,300000,127500,Diesel,Manual
423,Hyundai EON,Hyundai,2015,235000,40903,Petrol,Manual
424,Ford Figo,Ford,2011,120000,60000,Petrol,Manual
425,Maruti Wagon,Maruti,2004,130000,46000,Petrol,Manual
426,Ford Endeavour,Ford,2004,275000,22288,Diesel,Manual
427,Volkswagen Jetta,Volkswagen,2011,270000,180000,Diesel,Manual
428,Volkswagen Polo,Volkswagen,2015,500000,30000,Diesel,Manual
429,Hyundai Grand,Hyundai,2015,400000,61690,Petrol,Manual
430,Hyundai i20,Hyundai,2015,600000,64484,Petrol,Manual
431,Audi Q5,Audi,2012,1350000,90000,Diesel,Automatic
432,Renault Duster,Renault,2013,400000,75976,Diesel,Manual
433,Ford Figo,Ford,2011,220000,70000,Diesel,Manual
434,Honda Brio,Honda,2012,300000,85962,Petrol,Manual
435,Maruti Omni,Maruti,2018,250000,120000,Petrol,Manual
436,Honda Mobilio,Honda,2015,600000,120000,Diesel,Manual
437,Honda Brio,Honda,2012,285000,75000,Petrol,Automatic
438,Honda Accord,Honda,2009,350000,57035,Petrol,Manual
439,Mahindra Bolero,Mahindra,2011,170000,70000,Diesel,Manual
440,Ford Figo,Ford,2015,229999,45000,Petrol,Manual
441,Mahindra XUV500,Mahindra,2013,500000,72104,Diesel,Manual
442,Tata Nano,Tata,2011,75000,15000,Petrol,Manual
443,Hyundai i20,Hyundai,2016,600000,30000,Petrol,Manual
444,Tata Indigo,Tata,2011,220000,80000,Diesel,Manual
445,Tata Indica,Tata,2009,150000,164000,Diesel,Manual
446,Maruti Alto,Maruti,2006,65000,124439,Petrol,Manual
447,Maruti Zen,Maruti,2006,120000,77000,Petrol,Manual
448,Maruti Swift,Maruti,2014,240000,90000,Diesel,Manual
449,Renault KWID,Renault,2017,390000,30000,Petrol,Manual
450,Chevrolet Beat,Chevrolet,2012,180000,50000,Petrol,Manual
451,Maruti Swift,Maruti,2012,320000,80000,Diesel,Manual
452,Maruti Alto,Maruti,2018,310000,5000,Petrol,Manual
453,Maruti Wagon,Maruti,2018,420000,24000,Petrol,Automatic
454,Tata Tiago,Tata,2019,550000,10000,Petrol,Manual
455,Maruti Ertiga,Maruti,2016,550000,78000,Diesel,Manual
456,Mahindra TUV,Mahindra,2018,760000,50000,Diesel,Manual
457,Maruti 800,Maruti,2001,43000,100000,Petrol,Manual
458,Maruti Omni,Maruti,2018,250000,20000,Petrol,Manual
459,Hyundai Santro,Hyundai,2019,500000,1250,Petrol,Manual
460,Tata Zest,Tata,2015,380000,17152,Petrol,Manual
461,Mahindra XUV500,Mahindra,2019,1850000,5000,Diesel,Automatic
462,Volkswagen Polo,Volkswagen,2012,350000,77000,Diesel,Manual
463,Hyundai Verna,Hyundai,2008,195000,90000,Diesel,Manual
464,Chevrolet Beat,Chevrolet,2011,225000,80000,Petrol,Manual
465,Toyota Innova,Toyota,2015,1125000,65000,Diesel,Manual
466,Tata Indica,Tata,2011,133000,80000,Diesel,Manual
467,Hyundai EON,Hyundai,2013,200000,24005,Petrol,Manual
468,Maruti Vitara,Maruti,2018,940000,20000,Diesel,Manual
469,Renault Duster,Renault,2014,400000,120000,Diesel,Manual
470,Hyundai i10,Hyundai,2009,120000,120000,Petrol,Manual
471,Maruti Swift,Maruti,2015,625000,80000,Diesel,Manual
472,Maruti Swift,Maruti,2005,110000,80000,Petrol,Manual
473,Renault Duster,Renault,2012,490000,100000,Diesel,Manual
474,Maruti Alto,Maruti,2009,140000,120000,Petrol,Manual
475,Ford Figo,Ford,2011,175000,149000,Diesel,Manual
476,Maruti Wagon,Maruti,2005,90000,65000,Petrol,Manual
477,Maruti Swift,Maruti,2009,275000,100000,Diesel,Manual
478,Volkswagen Vento,Volkswagen,2011,300000,65000,Diesel,Manual
479,Datsun GO,Datsun,2018,270000,19000,Petrol,Manual
480,Chevrolet Beat,Chevrolet,2010,130000,80000,Petrol,Manual
481,Maruti Alto,Maruti,2015,275000,30000,Petrol,Manual
482,Maruti Swift,Maruti,2012,352000,109000,Diesel,Manual
483,Hyundai EON,Hyundai,2012,180000,90000,LPG,Manual
484,Maruti Alto,Maruti,2012,150000,90000,Petrol,Manual
485,Volkswagen Vento,Volkswagen,2011,300000,65000,Diesel,Manual
486,Maruti Swift,Maruti,2010,300000,110000,Diesel,Manual
487,Mahindra Bolero,Mahindra,2007,225000,120000,Diesel,Manual
488,Honda Mobilio,Honda,2014,600000,44000,Diesel,Manual
489,Maruti Ertiga,Maruti,2015,500000,80000,Petrol,Manual
490,Honda BR-V,Honda,2018,900000,5000,Petrol,Manual
491,Hyundai i20,Hyundai,2016,600000,61000,Petrol,Manual
492,Toyota Etios,Toyota,2011,450000,100000,Diesel,Manual
493,Hyundai i10,Hyundai,2009,270000,27633,Petrol,Manual
494,Maruti Swift,Maruti,2010,310000,100000,Diesel,Manual
495,Hyundai Santro,Hyundai,2012,250000,100000,LPG,Manual
496,Ford Figo,Ford,2019,700000,12586,Petrol,Manual
497,Fiat Avventura,Fiat,2018,650000,38083,Diesel,Manual
498,Ford Figo,Ford,2012,400000,55328,Diesel,Manual
499,Ford Figo,Ford,2012,425000,81632,Diesel,Manual
500,Ford Aspire,Ford,2016,600000,155201,Diesel,Manual
501,Ford EcoSport,Ford,2013,600000,93283,Diesel,Manual
502,Maruti Swift,Maruti,2009,300000,217871,Diesel,Manual
503,Ford Fiesta,Ford,2012,450000,90165,Diesel,Manual
504,Ford Ecosport,Ford,2014,750000,101504,Diesel,Manual
505,Ford Figo,Ford,2010,325000,86017,Diesel,Manual
506,Mahindra XUV500,Mahindra,2013,900000,85036,Diesel,Manual
507,Ford Ikon,Ford,2006,180000,91086,Petrol,Manual
508,Fiat Punto,Fiat,2013,350000,160254,Diesel,Manual
509,Ford EcoSport,Ford,2013,600000,125531,Diesel,Manual
510,Honda WR-V,Honda,2019,900000,60000,Diesel,Manual
511,Skoda Laura,Skoda,2006,350000,100000,Diesel,Manual
512,Maruti Ritz,Maruti,2013,280000,90000,Diesel,Manual
513,Mahindra Xylo,Mahindra,2009,225000,120000,Diesel,Manual
514,Honda City,Honda,2014,520000,82000,Diesel,Manual
515,Mahindra Scorpio,Mahindra,2016,509999,60000,Diesel,Manual
516,Maruti Baleno,Maruti,2019,556000,24000,Petrol,Manual
517,Tata Indigo,Tata,2014,225000,120000,Diesel,Manual
518,Honda Amaze,Honda,2013,325000,65000,Diesel,Manual
519,Maruti Swift,Maruti,2013,365000,65000,Diesel,Manual
520,Hyundai Creta,Hyundai,2015,850000,84000,Diesel,Manual
521,Toyota Etios,Toyota,2013,350000,75000,Diesel,Manual
522,Maruti Swift,Maruti,2007,225000,50000,Diesel,Manual
523,Maruti Alto,Maruti,2011,135000,50000,Petrol,Manual
524,Maruti Wagon,Maruti,2007,140000,49000,Petrol,Manual
525,Maruti SX4,Maruti,2016,665000,560000,Diesel,Manual
526,Renault KWID,Renault,2015,275000,14365,Petrol,Manual
527,Toyota Fortuner,Toyota,2017,2750000,41000,Diesel,Automatic
528,Hyundai Verna,Hyundai,2013,484999,65000,Diesel,Manual
529,Maruti Ciaz,Maruti,2015,565000,65000,Diesel,Manual
530,Maruti Swift,Maruti,2013,425000,61083,Diesel,Manual
531,Toyota Innova,Toyota,2013,925000,75000,Diesel,Manual
532,Mahindra Scorpio,Mahindra,2012,565000,72000,Diesel,Manual
533,Renault Duster,Renault,2014,525000,65000,Diesel,Manual
534,Hyundai Tucson,Hyundai,2017,1650000,55000,Diesel,Manual
535,Hyundai EON,Hyundai,2015,295000,21000,Petrol,Manual
536,Jaguar XF,Jaguar,2012,2050000,66363,Petrol,Automatic
537,Hyundai Creta,Hyundai,2018,1475000,11700,Petrol,Automatic
538,Hyundai Verna,Hyundai,2017,1100000,10000,Petrol,Automatic
539,Mercedes-Benz GL-Class,Mercedes-Benz,2014,4400000,100000,Diesel,Automatic
540,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
541,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
542,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
543,Volkswagen Polo,Volkswagen,2017,850000,20000,Petrol,Automatic
544,Renault Pulse,Renault,2015,390000,61585,Diesel,Manual
545,Maruti Celerio,Maruti,2016,450000,39415,Petrol,Automatic
546,Honda Brio,Honda,2014,425000,29654,Petrol,Manual
547,Maruti Baleno,Maruti,2016,770000,64672,Diesel,Manual
548,Hyundai Creta,Hyundai,2015,1150000,54634,Diesel,Automatic
549,Honda City,Honda,2015,775000,66521,Petrol,Manual
550,Toyota Innova,Toyota,2018,1725000,23974,Diesel,Automatic
551,BMW 3,BMW,2016,2150000,43000,Diesel,Automatic
552,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
553,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
554,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
555,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
556,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
557,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
558,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
559,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
560,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
561,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
562,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
563,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
564,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
565,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
566,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
567,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
568,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
569,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
570,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
571,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
572,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
573,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
574,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
575,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
576,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
577,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
578,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
579,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
580,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
581,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
582,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
583,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
584,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
585,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
586,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
587,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
588,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
589,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
590,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
591,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
592,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
593,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
594,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
595,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
596,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
597,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
598,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
599,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
600,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
601,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
602,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
603,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
604,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
605,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
606,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
607,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
608,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
609,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
610,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
611,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
612,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
613,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
614,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
615,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
616,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
617,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
618,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
619,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
620,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
621,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
622,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
623,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
624,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
625,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
626,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
627,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
628,Hyundai i20,Hyundai,2013,350000,50000,Petrol,Manual
629,Maruti Alto,Maruti,2014,114999,30000,Petrol,Manual
630,Hyundai i20,Hyundai,2013,380000,50000,Petrol,Manual
631,Maruti Gypsy,Maruti,1995,95000,100000,Petrol,Manual
632,Mahindra Scorpio,Mahindra,2016,900000,35000,Diesel,Manual
633,Chevrolet Beat,Chevrolet,2012,200999,90000,Petrol,Manual
634,Maruti Omni,Maruti,2014,229999,11451,Petrol,Manual
635,Tata Nexon,Tata,2019,800000,60000,Diesel,Manual
636,Mahindra Verito,Mahindra,2012,150000,172000,Diesel,Manual
637,Maruti Swift,Maruti,2018,600000,60000,Diesel,Manual
638,Chevrolet Tavera,Chevrolet,2005,150000,150000,Diesel,Manual
639,Chevrolet Optra,Chevrolet,2009,150000,66000,Diesel,Manual
640,Maruti Eeco,Maruti,2019,380000,5000,Petrol,Manual
641,Maruti Swift,Maruti,2006,80000,66508,Petrol,Manual
642,Honda Civic,Honda,2007,225000,55000,Petrol,Manual
643,Tata Nano,Tata,2012,75000,29900,Petrol,Manual
644,Tata Hexa,Tata,2017,1600000,3000,Diesel,Manual
645,Tata Indica,Tata,2012,185000,85000,Diesel,Manual
646,Mahindra Scorpio,Mahindra,2011,425000,50000,Diesel,Manual
647,Tata Indica,Tata,2010,100000,120000,Diesel,Manual
648,Maruti Zen,Maruti,2008,140000,90000,Petrol,Manual
649,Maruti Swift,Maruti,2017,710000,8000,Petrol,Automatic
650,Honda Amaze,Honda,2015,450000,7900,Petrol,Automatic
651,Datsun RediGO,Datsun,2017,210000,50000,Petrol,Manual
652,Maruti Alto,Maruti,2016,270000,25000,Petrol,Manual
653,Maruti Alto,Maruti,2009,110000,20000,Petrol,Manual
654,Maruti Swift,Maruti,2018,540000,17500,Petrol,Manual
655,Mahindra Renault,Mahindra,2008,145000,25000,Petrol,Manual
656,Tata Safari,Tata,2013,360000,206500,Diesel,Manual
657,Hyundai i10,Hyundai,2013,250000,88600,LPG,Manual
658,Tata Venture,Tata,2012,110000,80000,Diesel,Manual
659,Chevrolet Captiva,Chevrolet,2008,250000,100000,Diesel,Manual
660,Ford Fiesta,Ford,2011,150000,186000,Diesel,Manual
661,Chevrolet Aveo,Chevrolet,2010,140000,60000,Petrol,Manual
662,Maruti Ciaz,Maruti,2019,925000,11000,Petrol,Manual
663,Tata Hexa,Tata,2017,969999,30000,Diesel,Manual
664,Hyundai Santro,Hyundai,2007,90000,80000,CNG,Manual
665,Hyundai Santro,Hyundai,2001,55000,60000,Petrol,Manual
666,Hyundai Verna,Hyundai,2007,155000,100000,Diesel,Manual
667,Mahindra Thar,Mahindra,2019,900000,15000,Diesel,Manual
668,Maruti Alto,Maruti,2011,135000,90000,Petrol,Manual
669,Maruti 800,Maruti,2012,180000,120000,Petrol,Manual
670,Hyundai Verna,Hyundai,2013,495000,100000,Diesel,Manual
671,Toyota Innova,Toyota,2009,400000,138000,Diesel,Manual
672,Hyundai Verna,Hyundai,2008,250000,110000,Diesel,Manual
673,Maruti Alto,Maruti,2015,138000,120000,Petrol,Manual
674,Honda City,Honda,2011,311000,70000,Petrol,Automatic
675,Maruti Alto,Maruti,2015,190000,70000,Petrol,Manual
676,Mahindra Bolero,Mahindra,2011,311000,140000,Diesel,Manual
677,Maruti Ritz,Maruti,2009,300000,15000,Petrol,Manual
678,Honda Jazz,Honda,2018,600000,20000,Petrol,Manual
679,Mahindra Scorpio,Mahindra,2009,550000,100000,Diesel,Manual
680,Skoda Rapid,Skoda,2015,600000,70000,Petrol,Automatic
681,Maruti Alto,Maruti,2018,195000,5000,Petrol,Manual
682,Tata Nano,Tata,2013,58000,27974,Petrol,Manual
683,Maruti Alto,Maruti,2018,183000,40000,Petrol,Manual
684,Maruti Zen,Maruti,2007,95000,80000,Petrol,Manual
685,Maruti Wagon,Maruti,2013,250000,38000,Petrol,Manual
686,Maruti Wagon,Maruti,2013,250000,38000,Petrol,Manual
687,Tata Zest,Tata,2014,400000,35000,Petrol,Manual
688,Hyundai Verna,Hyundai,2012,409999,60000,Diesel,Manual
689,Skoda Octavia,Skoda,2004,120000,120000,Diesel,Manual
690,Maruti Swift,Maruti,2018,600000,18000,Petrol,Automatic
691,Honda Amaze,Honda,2016,600000,10000,Petrol,Manual
692,Mahindra XUV500,Mahindra,2015,825000,90000,Diesel,Manual
693,Toyota Etios,Toyota,2016,625000,80000,Diesel,Manual
694,Hyundai Grand,Hyundai,2020,700000,1400,Diesel,Manual
695,Chevrolet Beat,Chevrolet,2011,160000,60000,Petrol,Manual
696,Maruti Alto,Maruti,2011,114999,60000,Petrol,Manual
697,Maruti Wagon,Maruti,2009,150000,53000,Petrol,Manual
698,Volkswagen Jetta,Volkswagen,2010,250000,100000,Diesel,Manual
699,Hyundai Verna,Hyundai,2012,390000,86000,Diesel,Manual
700,Renault Duster,Renault,2015,650000,100000,Diesel,Manual
701,Hyundai Xcent,Hyundai,2016,600000,30000,Diesel,Manual
702,Hyundai i20,Hyundai,2011,250000,120000,Petrol,Manual
703,Hyundai Santro,Hyundai,2011,229999,60000,LPG,Manual
704,Maruti Ritz,Maruti,2016,299000,50000,Diesel,Manual
705,Chevrolet Cruze,Chevrolet,2010,330000,124000,Diesel,Manual
706,Hyundai Accent,Hyundai,2012,180000,100000,Petrol,Manual
707,Hyundai Grand,Hyundai,2017,475000,42000,Petrol,Manual
708,Hyundai Grand,Hyundai,2015,325000,100000,Diesel,Manual
709,Honda City,Honda,2016,639000,28205,Petrol,Manual
710,Maruti Celerio,Maruti,2017,415000,32670,Petrol,Automatic
711,Hyundai Creta,Hyundai,2016,1199000,30093,Diesel,Automatic
712,Maruti Ertiga,Maruti,2013,525000,56228,CNG,Manual
713,Hyundai Verna,Hyundai,2013,425000,59319,Petrol,Manual
714,Maruti Vitara,Maruti,2016,699000,39503,Diesel,Manual
715,Hyundai Grand,Hyundai,2013,325000,35299,Petrol,Manual
716,Toyota Etios,Toyota,2011,275000,51687,Petrol,Manual
717,Volkswagen Vento,Volkswagen,2011,269000,76259,Petrol,Automatic
718,Volkswagen Polo,Volkswagen,2013,399000,44049,Diesel,Manual
719,Mahindra KUV,Mahindra,2017,475000,45087,Diesel,Manual
720,Toyota Etios,Toyota,2011,249000,41125,Petrol,Manual
721,Audi A4,Audi,2014,1549000,42215,Diesel,Automatic
722,Volkswagen Polo,Volkswagen,2011,254999,54206,Petrol,Manual
723,Skoda Rapid,Skoda,2012,269000,52547,Petrol,Manual
724,Maruti Ertiga,Maruti,2014,665000,59110,Diesel,Manual
725,Maruti Wagon,Maruti,2014,299000,54565,Petrol,Manual
726,Hyundai i20,Hyundai,2010,265000,47564,Petrol,Manual
727,Volkswagen Polo,Volkswagen,2010,211000,45143,Petrol,Manual
728,Skoda Superb,Skoda,2013,599000,61624,Petrol,Automatic
729,Tata Indigo,Tata,2007,55000,195000,Diesel,Manual
730,Hyundai Verna,Hyundai,2014,550000,50000,Diesel,Manual
731,Land Rover,Land,2018,4000000,68000,Diesel,Automatic
732,Tata Sumo,Tata,2010,220000,120000,Diesel,Manual
733,Maruti Swift,Maruti,2019,500000,20000,Petrol,Manual
734,Maruti Alto,Maruti,2010,140000,30000,Petrol,Manual
735,Maruti Swift,Maruti,2013,325000,60000,Diesel,Manual
736,Hyundai i20,Hyundai,2010,210000,90000,Petrol,Manual
737,Maruti Alto,Maruti,2008,110000,90000,Petrol,Manual
738,Hyundai Verna,Hyundai,2019,1200000,25000,Diesel,Manual
739,Maruti Alto,Maruti,2017,229999,40000,Petrol,Manual
740,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
741,Maruti Alto,Maruti,2006,165000,132000,Petrol,Manual
742,Tata Tiago,Tata,2018,525000,10980,Petrol,Automatic
743,Hyundai EON,Hyundai,2018,325000,20629,Petrol,Manual
744,Toyota Innova,Toyota,2018,1500000,50000,Diesel,Manual
745,Hyundai Grand,Hyundai,2015,400000,30000,Petrol,Automatic
746,Maruti Ciaz,Maruti,2015,550000,69782,Petrol,Manual
747,Maruti 800,Maruti,2003,98000,54000,Petrol,Manual
748,Mahindra XUV500,Mahindra,2013,900000,63654,Diesel,Manual
749,Renault Lodgy,Renault,2017,700000,60000,Diesel,Manual
750,Mahindra Scorpio,Mahindra,2015,890000,52000,Diesel,Manual
751,Maruti Swift,Maruti,2015,490000,59385,Diesel,Manual
752,Hyundai i20,Hyundai,2015,525000,70378,Petrol,Manual
753,Maruti Wagon,Maruti,2013,330000,55425,Petrol,Manual
754,Mahindra Bolero,Mahindra,2013,550000,78413,Diesel,Manual
755,Mahindra Bolero,Mahindra,2018,790000,40890,Diesel,Manual
756,Honda Brio,Honda,2015,350000,34823,Petrol,Manual
757,Toyota Innova,Toyota,2017,1700000,75000,Diesel,Automatic
758,Maruti Ciaz,Maruti,2017,750000,55545,Diesel,Manual
759,Honda Amaze,Honda,2014,409999,56541,Diesel,Manual
760,Hyundai EON,Hyundai,2016,220000,43700,Petrol,Manual
761,Tata Indica,Tata,2009,68000,120000,Petrol,Manual
762,Hyundai EON,Hyundai,2017,290000,20000,Petrol,Manual
763,Honda City,Honda,2014,600000,27483,Diesel,Manual
764,Maruti Swift,Maruti,2019,470000,8000,Petrol,Manual
765,Hyundai i10,Hyundai,2008,150000,30000,Petrol,Manual
766,Maruti Alto,Maruti,2014,180000,56207,Petrol,Manual
767,Maruti Zen,Maruti,2006,80000,70000,Petrol,Manual
768,Honda WR-V,Honda,2018,875000,1440,Petrol,Manual
769,Maruti Alto,Maruti,2019,300000,50000,Petrol,Manual
770,Toyota Fortuner,Toyota,2017,2800000,20000,Diesel,Automatic
771,Toyota Innova,Toyota,2017,1330000,91195,Diesel,Manual
772,Volkswagen Polo,Volkswagen,2011,220000,63657,Diesel,Manual
773,Mahindra Verito,Mahindra,2013,250000,60000,Diesel,Manual
774,Toyota Innova,Toyota,2016,919999,75000,Diesel,Manual
775,Volkswagen Vento,Volkswagen,2013,380000,97248,Petrol,Manual
776,Maruti Swift,Maruti,2012,450000,46000,Diesel,Manual
